title	start	end	name	year
Safe Havens for Sound Opinion: The American Social Science Association and the Professionalization of Social Thought in the United States, 1865-1909	1865	1909	Thomas Haskell	1973
The Dissent from Darwin, 1890-1930: The New View of Woman among American Social Scientists	1890	1930	Rosalind Rosenberg	1974
The Military-Industrial Complex in American Politics, 1953-1970	1953	1970	Charles Cannon	1975
Madness in Urban America: A Social and Cultural Study of Commitments for Insanity in San Francisco, 1906-1929	1906	1929	Richard Fox	1975
The Military and American Society, 1881-1922	1881	1922	James Abrahamson	1977
The American Legal Profession and the Organizational Society, 1890-1930	1890	1930	Wayne Hobson	1977
American Business: The Response to the Soviet Union, 1933-1947	1933	1947	Jonathan Boe	1979
Knowledge, Responsibility and Reform: American and European Social Theory, 1870-1920	1870	1920	James Kloppenberg	1980
The Big Canvas: The United States, Southeast Asia, and the World, 1948-1950	1948	1950	Andrew Rotter	1981
From Poorhouse to Pension: The Changing View of Old Age in America, 1890-1929	1890	1929	Michel Dahlin	1982
The Spiritual Kingdom in America: The Influence of Emanuel Swedenborg on American Society and Culture, 1815-1860	1815	1860	Richard Silver	1983
American Liberalism and British Socialism in a Cold War World, 1945-1951	1945	1951	Douglas Ayer	1983
Women against War: Pacifism, Feminism, and Social Justice in the United States, 1915-1941	1915	1941	Linda Schott	1986
The Search for Moral Authority: Protestant Women and Rescue Homes in the American West, 1874-1939	1874	1939	Peggy Pascoe	1986
Women, Reform, and Feminism: The Young Women's Christian Association and the American Friends Service Committee, 1945-1960	1945	1960	Susan Lynn	1986
Becoming Mexican American: Ethnicity and Acculturation in Chicano Los Angeles, 1900-1940	1900	1940	George Sanchez	1989
In Search of Truth: Scientific Inquiry, Religion, and the Development of the American University, 1870-1920	1870	1920	Julie Reuben	1990
American Catholics and the African-American Migration, 1919-1970	1919	1970	John McGreevy	1992
The United States and the End of Slavery in the Philippines, 1898-1914: A Study of Imperialism, Ideology, and Nationalism	1898	1914	Michael Salman	1993
Forging Dissent in an Age of Consensus: Radical Pacifism in America, 1940-1970	1940	1970	James Tracy	1994
La Fe: Catholicism and Mexican Americans in Houston, 1911-1972	1911	1972	Roberto Trevino	1994
Alfred B. Xuma, 1893-1962: African, American, South African	1893	1962	Steven Gish	1994
Race, Health, and Power: The Federal Government and American Indian Health, 1909-1955	1909	1955	Todd Benson	1994
Recasting the Dream: Martin Luther King Jr. African American Political Thought, and the Third Reconstruction, 1955-1968	1955	1968	Thomas Jackson	1994
'Silence, No More': The Japanese American Redress Movement, 1942-92	1942	1992	Alice Yang	1994
Creating the African American Working Class: Black and White Workers, Abolitionists, and Reformers in New York City, 1785-1863	1785	1863	Leslie Harris	1995
September Thaw: Khrushchev's Visit to America, 1959	1959	1959	Gary Tocchet	1995
Crossing the Line: Black-White Interracial Marriage in the United States, 1945-90	1945	1990	Renee Romano	1996
'Under Their Own Vine and Fig Tree': Land Reform and Working-Class Experience in Britain and America, 1830-60	1830	1860	Jamie Bronstein	1996
The Electric Car and the Burden of History: Studies in Automotive Systems Rivalry in America, 1890-1996	1890	1996	David Kirsch	1997
The Idea of America: Democracy and the Dilemmas of Difference, 1935-65	1935	1965	Wendy Wall	1998
Politics for the Elephant: Gold, Power, and American Political Culture in California's Southern Mines, 1848-54	1848	1854	Roxanne Nilan	2000
'Lady Lushes': Women Alcoholics and American Society, 1880-1960	1880	1960	Michelle McClellan	2000
Strategic Accommodation: Civil Rights Opponents in Mississippi and Their Impact on American Racial Politics, 1953-72	1953	1972	Joseph Crespino	2002
Color Lines: Struggles for Civil Rights on America's Racial Frontier, 1945-75	1945	1975	Mark Brilliant	2002
To 'Hear About God in Spanish': Ethnicity, Church, and Community Activism in the San Francisco Archdiocese's Mexican American Colonias, 1942-65	1942	1965	Gina Pitti	2003
Education for Citizenship: African Americans and Native Americans in Kansas, 1865-1935	1865	1935	Kimberley Warren	2003
Smeltertown: A Biography of a Mexican American Community, 1880-1973	1880	1973	Monica Perales	2004
Cosmopolitan Identities: Japanese Americans in Seattle and the Pacific Rim, 1900-42	1900	1942	Shelley Lee	2005
'Which Threatens to Tear Our Fabric Asunder': The Opposition to Modern American Spiritualism, 1848-60	1848	1860	Stephen Andrews	2005
Line in the Sand: The Desert Border between the United States and Mexico, 1848-1934	1848	1934	Rachel St. John	2005
Radical Relations: A History of Lesbian and Gay Parents and their Children in the United States, 1945-2003	1945	2003	Daniel Rivers	2007
The Fatherhood of God and the Brotherhood of Man: American Jews and American Religious Pluralism, 1939-60	1939	1960	Mia Bruch	2007
Game and Guns: The Politics and Culture of American Hunting, 1920-2000	1920	2000	Jeffery Morgan	2008
Making Global Warming Green: Climate Change and American Environmentalists, 1957-92	1957	1992	Josh Howe	2010
The End of the Concessionary Regime: Oil and American Power in Iraq, 1958-72	1958	1972	Brandon Wolfe-Hunnicutt	2011
Converging Communities in Fields of Division: Mexican American Struggles for Rights in an Agricultural California Town, 1940-70	1940	1970	Lori Flores	2011
Challenging Monoliths: Henry Wallace, Herbert Hoover, and the Rise of America in the World, 1874-1965	1874	1965	Kevin Kim	2012
American Republic, American Empire: The United States, Post-Civil War Reconstruction, and the State of Santo Domingo, 1868-71	1868	1871	Christopher Wilkins	2012
The Borders of Culture: Public Diplomacy in United States-Mexico Relations, 1920-45	1920	1945	Julie Prieto	2013
'La Vanguardia Feminista': Pan-American Feminism and the Rise of International Women's Rights, 1915-46	1915	1946	Katherine Marino	2013
Imperialist Thought in the United States as Expressed in General Periodicals, 1898-1913: The Impact of Expansion on the American Mind	1898	1913	Donald Wilson	1972
Troubled Philosopher: John Dewey and American Pacifism, 1917-1945	1917	1945	Charles Howlett	1974
John Thomas Flynn and the New York Chapter of the America First Committee: Noninterventionism in the Northeast, 1940-41	1940	1941	Michele Stenehjem	1975
The Anglo-American Response to the Sovietization of Hungary, 1945-1948	1945	1948	Stanley Max	1980
The American Catholic Church and Anti-Communism, 1945-1960: An Interpretive Framework and Case Studies	1945	1960	Kathleen Centola	1984
Reinhold Niebuhr and Relations between Germany and America (1916-1956)	1916	1956	Kevin Shanley	1984
Mistresses of the Transient Hearth: American Army Officers' Wives and Material Culture, 1840-80	1840	1880	Robin Campbell	2002
'Check'd by the Command of God': Religion, Loyalism, and Neutrality during the American Revolution, 1765-83	1765	1783	John Smith	2003
Images of Journalism in American Films, 1946-76	1946	1976	William Rainbolt	2004
Helping Humanity in the Real World: America and the Urge to Rescue, 1895-1945	1895	1945	Keith Pomakoy	2005
Merchants, Traders, and Sailors in the Early American Pacific, 1763-1850	1763	1850	Evan Lampe	2007
As If It Was a Land of Language Diversity: Struggles over Immigrants' Language in the United States, 1917-66	1917	1966	Young-In Oh	2008
What a Woman Can Do with an Auto: American Woman Automobilists in the Northeast, 1895-1919	1895	1919	Carla Lesh	2010
An Incarcerated Republic: Prisoners, Reformers, and the Penitentiary in the Early United States, 1790-1860	1790	1860	Jonathan Nash	2011
'The Center of the Union': George Washington's Political Philosophy and the Creation of the American National Identity in the 1790s	1790	1790	Ryan Staude	2013
The Creation of an American Collective Memory of the First World War, 1917-41	1917	1941	Kimberly Lamay	2013
Germany and the Bund Movement in the United States, 1923-1938	1923	1938	Sander Diamond	1971
Thunder without Lightning: Working-Class Discontent in the United States, 1929-1937	1929	1937	Robert McElvaine	1974
Conflict and Accommodation: Some Aspects of the Political Behavior of America's Coal Miners and Steel Workers, 1890-1920	1890	1920	Michael Nash	1975
From Zadruga to Oil Refinery: Croatian Immigrants and Croatian-Americans in Whiting, Indiana, 1890-1950	1890	1950	Edward Zivich	1978
French-American Relations and the Political Role of French Army, 1943-1945	1943	1945	Paul Joliet	1978
American Radicals and the Mexican Revolution, 1900-1925	1900	1925	Diana Christopulos	1980
The Rise of the Pig-Headed Girl: An Analysis of the American Labor Press for Their Attitudes toward Women, 1877-1920	1877	1920	Ann Schofield	1980
The Mid-Atlantic Arena: The United States, the Confederacy, and the British West Indies, 1861-65	1861	1865	Kenneth Blume	1981
American Labor and Industrial Unrest in France, 1947-1952	1947	1952	Stephen Burwood	1990
Labor's 'Great War': American Workers, Unions, and the State, 1916-1920	1916	1920	Joseph McCartin	1990
Hard Workin' Women: Class Divisions and African American Women's Work in Orangeburg, South Carolina, 1880-1940	1880	1940	Kibibi Mack-Shelton	1991
Myth or Reality: American Business Opinion on the China Trade, 1949-80	1949	1980	Kailai Huang	1992
Forging Freedom in the Mid-Hudson Valley: The End of Slavery and the Formation of a Free African-American Community in Dutchess County, NY, 1770-1850	1770	1850	Michael Groth	1994
Homesteading as Social Protest: Gender and Continuity in the Back-to-Land Movement in the United States, 1890-1980	1890	1980	Vivien Rose	1997
Investigating the Working Woman: Middle-Class Americans and the Debate over Women's Wage Work, 1820-1920	1820	1920	Penelope Harper	1997
Reconstruction Sites: Sexuality, Citizenship, and the Limits of National Belonging in Divided Berlin, 1944-58	1944	1958	Jennifer Evans	2001
'That Our Daughters May Be as Corner Stones': American Missionaries, Bulgarian Nationalists, and the Politics of Gender, 1832-1872	1832	1872	Barbara Reeves-Ellington	2002
Modern Martyrs: African American Responses to Lynching, 1885-1940	1885	1940	Michelle Kuhl	2004
Immigrants' Protective League of Chicago and the New American Citizenship, 1908-24	1908	1924	Suronda Gonzalez	2005
Women on the March: Gender and Antifascism in American Communism, 1935-39	1935	1939	Denise Lynn	2006
Trafficking in Danger: Working-Class Women and Narratives of Sexual Danger in English and United States Anti-Prostitution Campaigns, 1875-1914	1875	1914	Marion Horan	2007
Wobbly Identities: Race, Gender, and Radical Industrial Unionists in the United States, 1900-20	1900	1920	Peter Morse	2007
The Meaning of the Liberal Reform Tradition on the Evolution of American Catholic Social Thought Since the New Deal: A Study of John Cort and the Vocational Group Plan, 1913-68	1913	1968	Paul Miller	2008
The Time of Our Life: Packaging the News for America's Busy Readers, from Little Rock (1957) to the End of Life as We Knew It (1972)	1972	1972	Devan Bissonnette	2009
Local and National Forces Shaping the American Woman Suffrage Movement, 1870-90	1870	1890	Gaylynn Welch	2009
The Women's History Movement in the United States: Professional and Political Roots of the Field, 1922-87	1922	1987	Jennifer Tomas	2012
Life Is a Big Battle for the Complete Feminist: Women's Roles in the American Civil Liberties Union, 1915-40	1915	1940	Andrea Dekoter	2012
The First Heresy Trial of Charles Augustus Briggs: American Higher Criticism in the 1890s	1890	1890	Carl Hatch	1964
Irish-Americans and National Isolationism, 1914-1920	1914	1920	Joseph Cuddy	1965
From Recognition to Munich: Official and Historiographical Views of Soviet-American Relations, 1933-1938	1933	1938	Ramsdell Gurney	1969
Diplomacy by Ultimatum: Ambassador Sheffield and Mexican-American Relations, 1924-1927	1924	1927	James Horn	1969
Franklin D. Roosevelt and the American Communists: Peacetime Relations, 1932-1941	1932	1941	Carmen Notaro	1969
Like the Fingers of the Hand: The Family and Community Life of First-Generation Italian-Americans in Buffalo, New York, 1880-1930	1880	1930	Virginia McLaughlin	1970
Admiral Sims' Mission in Europe in 1917-1919 and Some Aspects of United States Naval and Foreign Wartime Policy	1917	1919	Edward Parsons	1971
The Genesis of Modern American Relations with South Africa, 1895-1914	1895	1914	Myra Goldstein	1972
Nationalist Sentiment in Puerto Rico from the American Invasion until the Foundation of the Partido Nacionalista, 1898-1922	1898	1922	Michael Hornik	1972
Struggle for China: The Anglo- American Relationship, 1917-1925	1917	1925	Roberta Dayer	1972
United States-Mexican Relations, 1940-1946: A Study of US Interests and Policies	1940	1946	Thomas Clash	1972
The Sentinelle Affair (1924-1929) and Militant Survivance: The Franco-American Experience in Woonsocket, Rhode Island	1924	1929	Richard Sorrell	1975
The Clubwoman as Feminist: The Woman's Culture Club Movement in the United States, 1868-1914	1868	1914	Karen Blair	1976
The Rise of the Modern American Negro Press: 1880 to 1914	1880	1914	BettyLou Rathbun	1979
Raising the Republic: American Women in the Public Sphere, 1750-1800	1750	1800	Anne Filiaci	1982
The Southern Royal Governors and the Coming of the American Revolution, 1763-1776	1763	1776	Carol Cunningham	1984
