title	start	end	name	year
The Historical Development of the Prazos da Coroa, 1750-1902	1750	1902	Allen Isaacman	1970
The German Community in Renaissance Rome: 1378-1523	1378	1523	Clifford Maas	1971
Toward Corporatism: The Movement for Capital-Labor Collaboration in France, 1914-1936	1914	1936	Martin Fine	1971
Wehrmachts-Abteilung and Ministeramt: The Political and Social Ambit of Kurt von Schleicher, 1926-1932	1926	1932	Charles Barber	1971
The Edge of Empire: Henry Clay's American System and the Formulation of American Foreign Policy, 1810-1833	1810	1833	Margaret Morley	1972
Economic Change in Luoland: Kowe, 1890-1945	1890	1945	Margaret Hay	1972
Benedetto Croce and the Italian Culture (1893-1915): A Reappraisal	1893	1915	Edmund Jacobitti	1972
Black Men and Businessmen: Business Attitudes toward Negro Employment, 1945-1967	1945	1967	Steven Gelber	1972
Village Revolution: Agriculture Workers of Cruzy (Hérault), 1850-1910	1850	1910	J.Harvey Smith	1972
Lukács and Korsch, 1910-1932: A Study of the Genesis and Impact of Geschichte und Klassenbewusstsein and Marxismus und Philosophie	1910	1932	Paul Breines	1972
Hans Viktor von Unruh: A Study of a Prussian Liberal	0	0	Wolfram Haller	1973
Prince Owusu-Ansa and Asante British Diplomacy, 1841-1884	1841	1884	Kofi Owusu-Mensa	1974
Frederick Theodore Frelinghuysen, 1817-1885: The Politics and Diplomacy of Stewardship	1817	1885	John Rollins	1974
From Tobacco to Grain: Economic Development on Maryland's Eastern Shore, 1660-1750	1660	1750	Paul Clemens	1974
The Limits of Community: American Foreign Policy and Finland, 1941-1945	1941	1945	Robert Berry	1975
Major General J. Franklin Bell and Military Reform: The Chief of Staff Years, 1906-1910	1906	1910	Edgar Raines	1976
Daniel De Leon: The Relationship of Socialist Labor Party and European Marxism, 1890-1914	1890	1914	James Stevenson	1977
Near Eastern Culture and Hellenic Paedeia in Damascius' Life of Isidore	0	0	Stewart Karren	1978
The Exploited Emigres: The Hungarians in Europe, 1853-1861	1853	1861	Robert Ivany	1980
'The Greatest Deception in the History of Warfare': Hitler's Deceptive Operations in the Months Prior to the Attack on Russia in June 1941	1941	1941	Svein Myklebust	1980
Tung Chung-shu and the Origins of Imperial Confucianism	0	0	Steven Davidson	1982
Anton Pannekoek and the Socialism of Worker's Self-Emancipation, 1873-1960	1873	1960	John Gerber	1984
Economic and Social Change in an African City: Bujumbura, Burundi, 1900-1962	1900	1962	Carol Dickerman	1984
Phossy-Jaw and the French Match Workers: Occupational Health and Women in the Third Republic	0	0	Bonnie Gordon	1985
Black People in the Boer Republics During and in the Aftermath of the South African War of 1899-1902	1899	1902	Jacob Mohlamme	1986
The Advancement of Knowledge and the Enrichment of Life: The Science Society of China and the Understanding of Science in the Early Republic, 1919-1930	1919	1930	David Reynolds	1987
Preserving the Family Farm: Farm Families and Communities in the Midwest, 1900-1940	1900	1940	Mary Neth	1988
The British Experience in Counterinsurgency, 1919-1960	1919	1960	Thomas Mockaitis	1989
Managing the West Germany: The Occupation Statute of 1949 from Gestation to Burial, 1945-55	1945	1955	David Meier	1990
The Transformation of the Jewish Community of Istanbul in the 19th Century	0	0	Ilan Karmi	1991
When Abortion Was a Crime: The Legal and Medical Regulation of Abortion, Chicago, 1880-1973	1880	1973	Leslie Reagan	1991
'To the Brink of Deficit': Fiscal Policy and Coalition Building in Weimar Germany, 1926-1927	1926	1927	Edmund Clingan	1991
The Politics of Muslim Cultural Reform: Jadidism in Tsarist Central Asia	0	0	Adeeb Khalid	1993
Agricultural Policies and Strategies in Southeastern Sierra Leone, 1945-1990	1945	1990	Joseph Alie	1994
'To Relieve Distressed Women': Teaching and Establishing the Scientific Art of Midwifery or Gynecology in Edinburgh and London, 1720-1805	1720	1805	Alexandra Lord	1995
Political Territoriality of the Classical Athenians, 508-338 B.C.	-508	-338	Alex Schiller	1996
Gender, Class, and Vocation: The Development of the Daughters of Charity in 17th-Century France	0	0	Susan Dinan	1996
Popular Attitudes toward Authority and Justice during the Old Regime and the French Revolution, Paris, 1720-94	1720	1794	Kenneth Jassie	1997
Nation, People, Anarchy: Lin Shih-p'ei and the Crisis of Order in Modern China	0	0	Fang-yen Yang	1999
Salt of the Earth: The Mine, Mill, and Smelter Workers' Union in Grant County, 1941-53	1941	1953	Ellen Baker	1999
Nature Protection, Environmental Reform, and German National Identity, 1890-1945	1890	1945	Thomas Lekan	1999
A Name without a People: Searching to be Tai-Ahom in Modern India	0	0	Yasmin Saikia	1999
The de la Guerra Family: Patriarchy and the Political Economy of California, 1800-50	1800	1850	Helen Pubols	2000
The Vellore Mutiny: Discipline and Discontent in the Madras Army, 1806-07	1806	1807	James Hoover	2000
The Home to the Army: Union Soldiers, Gender, and the Response to Suffering during the U.S. Civil War	0	0	Cathryn Wright	2000
The Gendered Roots of Modern Urban Poverty: Poor Women and Public Institutions in Post-World War II Philadelphia	0	0	Lisa Levenstein	2002
Benjamin Constant: The Moralization of Modern Liberty	0	0	James Lee	2003
Globalizing Entertainment: Hollywood and the Cultural Reconstruction of Defeated Japan, 1945-52	1945	1952	Hiroshi Kitamura	2004
Neither Joshua nor Cincinnatus: The Intellectual Origins of the Anglo-American Martial Synthesis, c. 1530-1700	1530	1700	Mark Lacy	2006
Constructing al-Azd: Tribal Identity and Society in the Early Islamic Centuries	0	0	Brian Ulrich	2008
Evolutionary Populism in the Place Where Nothing Happens: Coamo, Puerto Rico, 1930-69	1930	1969	Andres Matias-Ortiz	2009
Life on the Margins: Early Modern Catholics Negotiating Gender, National Identity, and Religious Loyalties in the Southern Anglo-Welsh Borderlands	0	0	Angela Ellis	2010
When the Window Closed: Gender, Race, and (Inter)Nationalism, the United States and South Africa, 1920s-60s	1920	1920	Holly McGee	2011
The Oneida Resurgence: Modern Indian Renewal in the Heart of America	0	0	Douglas Kiel	2012
Urban Space in the Colonial Margins: The Spatial Transformation of Chiang Mai from Lanna to Siam	0	0	Taylor Easum	2012
The Lost Children of Europe: Narratives of the Rehabilitation of Child Holocaust Survivors in Great Britain and Israel	0	0	Mary Kirsh	2012
Paved with Good Intentions: The Road to the 1877-78 Russo-Ottoman War, Diplomacy, and Great Power Ideology	1877	1878	Ayten Kilic	2013
The Echo Park Controversy and the American Conservation Movement	0	0	Mark Harvey	1986
The Preservation of The Village: The Origins and Implementation of New Mexico's Hispanic New Deal	0	0	Suzanne Forrest	1987
A Contribution to the Political History of Louisiana from May 1, 1862-March 29, 1867, and to the History of Reconstruction in the Southern States Collected from Contemporaneous Sources	1862	1867	Frederick Moore	1890
The First Eight Years of Henry III's Reign, 1216-1224	1216	1224	Albert White	1898
Rise of Cardinal Richelieu during the Regency of Marie de Médicis 	0	0	Arthur Lord	1899
A List of Sheriffs for England, 1066-1154	1066	1154	Curtis Walker	1905
The Development of the British West Indies, 1700-1760	1700	1760	Frank Pitman	1914
The Virginia Plantation System, 1700-1750	1700	1750	Charles Moss	1932
Municipal Administration of Lyon, 1764-1790	1764	1790	Henry Dater	1936
The Origins of the Action of Trespass on the Case 	0	0	Elizabeth Dix	1936
The Administration of Justice in Connecticut about the Middle of the 18th Century	0	0	John Farrell	1937
Minutes of the Norwich Court of Mayoralty, 1630-35	1630	1635	William Sachse	1938
Royal Governors, 1770-1775	1770	1775	Catherine Fennelly	1946
The Early Economic and Commercial Development of Aigues-Mortes	0	0	Thurman Philoon	1950
The Struggle for the Control of Primary Education in The Netherlands, 1848-1917	1848	1917	Harvey Ginsburg	1952
The Kingdom of Naples, 1650-1750	1650	1750	Daniel Buchanan	1953
The Origins of the No-Transfer Principle in American Diplomacy, 1775-1823	1775	1823	John Logan	1954
History of Reversby Abbey, 1764-1820	1764	1820	John Farnsworth	1955
The Dervish Invasions of the Southern Sudan, 1883-1898	1883	1898	Robert Collins	1959
John Adams and the Diplomacy of the American Revolution	0	0	James Hutson	1964
The Framework for a Nation: An Economic and Social History of Northern Rhodesia, 1914-1939	1914	1939	Prosser Gifford	1964
Professors of War: The Naval War College and the Modern American Navy	0	0	Ronald Spector	1967
Germany and the Question of Austrian Anschluss, 1918-1922	1918	1922	Duane Myers	1967
Political Prints in the Age of Walpole, the Pelhams, and Bute: A Study of the Ideographic Representation of Politics	0	0	Herbert Atherton	1968
The Nazis in Danzig, 1925-1945	1925	1945	Herbert Levine	1969
Jules Simon, 1814-1896: A Study of Republican Religious Politics	1814	1896	Philip Bertocci	1970
Revolutionary Banditry: An Interpretation of the Social Roles of the Ukrainian Cossacks in their First Rebellions, 1590-1596	1590	1596	Irene Gordon	1970
Rivers and Empire: The Madeira Route and the Incorporation of the Brazilian Far West, 1737-1808	1737	1808	David Davidson	1970
The Dissolution of the Religious Houses of Hesse during the Reformation	0	0	David Miller	1971
The Provincial Governors of Reformation France: Anatomy of a Power Elite, 1542-1635	1542	1635	Robert Harding	1974
Four Cities: Public Poor Relief in Urban American, 1700-1775	1700	1775	Stephen Wiberley	1975
Shaping Republican Strategy: Political Change in New York State, 1893-1910	1893	1910	Richard McCormick	1976
Cambodia after Angkor, The Chronicular Evidence for the 14th to 16th Centuries	0	0	Michael  Vickery	1977
George Brandes: The Making of an Aristocratic Radical	0	0	Henry Gibbons	1980
The Poverty of Progress: The Peasants of Yanamarca and the Development of Capitalism in Peru's Central Highlands, 1860-1940	1860	1940	Florencia Mallon	1980
Caspar Schwenckfeld von Ossig (1489-1561): Nobility and Religious Commitment--Crisis and Decision in the Early Reformation	1489	1561	R. Emmet McLaughlin	1980
Parties, Bureaucrats and Labor Policy in Prewar Japan, 1918-1931	1918	1931	Sheldon Garon	1981
State Service, Social Mobility and the Imperial Russian Nobility, 1801-1856	1801	1856	Jerry Floyd	1981
Rehearsals for Victory: The War Department and the Planning and Direction of Civil Affairs, 1940-1943	1940	1943	Eric Bohman	1984
Laura Gilpin (1891-1979): Photographer of the American Southwest	1891	1979	Martha Sandweiss	1985
Between State and City: Society, Cultural Politics and the French Provincial Art Museum in the 19th Century	0	0	Daniel Sherman	1985
'All My Cherished Ones': Marriage and Family in Antebellum Virginia	0	0	Brenda Stevenson	1990
Nationalism and Religious Conflict in Imperial Germany, 1887-1914	1887	1914	Helmut Smith	1991
In the Wake of Riot: Atlanta's Struggle for Order, 1899-1919	1899	1919	David Godshalk	1992
World War I and Japan: The Dissipation of Consensual Continentalism, 1914-1919	1914	1919	Frederick Dickinson	1993
The Ghost of Equality: D.D.T. Jabavu and the Decline of South African Liberalism, 1885-1959	1885	1959	Catherine Higgs	1993
'I Scorn to Change or Fear': Henry Somerset, First Duke of Beaufort, and the Survival of the Nobility Following the English Civil War	0	0	Molly McClain	1994
Nationalism, Religion, Citizenship, and Work in the Development of the Polish Working Class and the Polish Trade Union Movement, 1815-1929: A Comparative Study of Russian Poland's Textile Workers and Upper Silesian Miners and Metalworkers	1815	1929	Laura Crago	1994
Broadcasting Freedom: Radio, War, and the Roots of Civil Rights	0	0	Barbara Savage	1995
Their Fathers' Daughters: Female Adolescence and the Problem of Sexual Authority in America, 1941-1965	1941	1965	Rachel Devlin	1998
The Manger of the Movement: Atlanta and the Black Freedom Struggle, 1890-1950	1890	1950	J. Aaron Frith	1998
Transmitted Secrets: The Doctors of the Lower Yangzi Region and Popular Gynecology in Late Imperial China	0	0	Yi-Li Wu	1998
Reclaiming a Plundered Past: Archaeology and Nationalism in Modern Iraq, 1808-1941	1808	1941	Magnus Bernardsson	1999
The Formation of Modern Iran, 1858-1909: Communications, Telegraph and Society	1858	1909	Michael  Rubin	1999
The Passion and Death of Christ in the Piety and Theology of the Later Middle Ages and Martin Luther	0	0	R. Guy Erwin	1999
The Currency of Power: Anglo-American Economic Diplomacy and the Making of British Foreign Policy, 1964-1968	1964	1968	Jeremy Fielding	1999
Foreign Intervention: Majority, and Minority: The Status of Jews during the Later Part of 19th Century Iran (1848-1896)	1848	1896	Daniel  Tsadik	2002
Currency Policies and the Nature of Litigation in Colonial New England	0	0	Claire Priest	2003
Hunanese Nationalism and the Revival of Wang Fuzhi, 1839-1923	1839	1923	Stephen Platt	2004
Pearls before Swine: Theory and Practice of Censorship in New Spain, 1427-1640	1427	1640	Martin Nesvig	2004
Friedrich Flick and the Expropriation of the Rombach Steel Works, 1940-44	1940	1944	Marcus Jones	2005
Heresy, Scripture, and Reform in 16th-Century Italian Preaching	0	0	Emily Michelson	2006
Cholesterol: A Scientific, Medical, and Social History, 1908-62	1908	1962	Todd Olszewski	2008
'Speaking Letters': Epistolary Networks, Communication, and Community in the Wider British World, 1660-1760	1660	1760	Lindsay  O'Neill	2008
The Making of Sectarianism: Arab Christians in Mandate Palestine	0	0	Laura Robson	2009
Advowson Law and Litigation in the English Royal Courts, 1154-1250	1154	1250	Joshua Tate	2009
Latin America's Cold War: An International History from Guevara to Reagan	0	0	Henry Brands	2009
Stories of the South: The Cultural Retreat from Reconstruction	0	0	K. Stephen Prince	2010
Reforming Orthodoxy: Russian Bishops and Their Church, 1721-1801	1721	1801	Andrey Ivanov	2012
The 'Swinish Multitude' and Fashionable Promenades: Battles over Public Space in New York City, 1815-65	1815	1865	Catherine McNeur	2012
America Dresses for Culture Wars: The Politics of Self-Presentation, 1964-80	1964	1980	Betty Luther Hillman	2012
Tarrau: Coffee, Migration, and Nation Building in Rural Costa Rica, 1824-2008	1824	2008	Carmen Kordick de Cubero	2012
Practicing Physicians, the Intern, and Resident Experience in the Shaping of American Medical Education, 1845-2003	1845	2003	Heather John	2013
Judging the Judges: The Special Section of the Paris Courts of Appeals, 1941-45	1941	1945	Sarah Spinner	2013
Imperial History in Britain, 1880-1940: Pasts, Politics, and the Making of a Field	1880	1940	Amanda Behm	2013
The American Industrial Economy and the Political Origins of Federal Labor Policy between the World Wars	0	0	Stanley Vittoz	1979
The Enigma of US Policy toward Germany: American Perceptions and Foreign Policy Objectives regarding Germany between 1917 and 1924	1917	1924	Benjamin Lowinsky	1984
The Limits of Regulation: Railway Freight Rate Regulation and the Board of Railway Commissioners, 1851-1933	1851	1933	Kenneth Cruikshank	1989
Objects of Concern: Providing for Canadians in Enemy Hands through the 20th Century	0	0	Jonathan Vance	1993
