title	start	end	name	year
Curing Calcutta: Race, Liberalism, and Colonial Medicine in British Bengal, 1830-1900	1830	1900	Ishita Pande	2005
City in Transit: Ruins, Railways, and the Search for Order in Postwar Berlin, 1945-48	1945	1948	Clara Oberle	2006
Berlin Streets: Politics, Commerce, and Crowds, 1918-38	1918	1938	Molly Loberg	2006
Church and State in the Republic's Empire: Catholic Missionaries and the Colonial Administration in French Senegal, 1880-1936	1880	1936	Elizabeth Foster	2006
The Making of Soviet Lviv, 1939-63	1939	1963	Tarik Amar	2006
Bella’s Case: Parsi Identity and the Law in Colonial Rangoon, Bombay and London, 1887‐1925	1925	1925	Mitra Sharafi	2006
Urban Disaster: An Environmental History of San Francisco after the 1906 Earthquake	1906	1906	Joanna Dyl	2006
Re-visioning Blackness: West Indian Intellectuals and the Discourse of Identity, New York City, 1920-80	1920	1980	Tammy Brown	2007
Business Practice: The Rise of American Astrophysics, 1859‐1919	1919	1919	Catherine Nisbett Becker	2007
Of Birds and Bees: Karl Von Frisch, Konrad Lorenz and the Science of Animals, 1908‐73	1908	1908	Tania Munz	2007
Hanmi Hyopcho (Korean-American Cooperation) and the Origins of South Korean State Science, 1945-75	1945	1975	John Dimoia	2007
Guerilla Diplomacy: Germany and Unconventional Warfare, 1884-1975	1884	1975	William Mengel	2007
Foreignness and Localness in Alexandria, 1880-1914	1880	1914	Will Hanley	2007
How Experiments Are Remembered: The Discovery of Nuclear Fission, 1938-68	1938	1968	Jeris Stueland	2008
Revolution in Motion: Human Mobility and the Transformation of the South, 1861-65	1861	1865	Yael Sternhell	2008
American Christianity in the Asian Crucibles, 1919-38	1919	1938	Gretchen Boger	2008
From Charisma to Canonization: Max Weber in German Thought and Politics, 1920-45	1920	1945	Joshua Derman	2008
The Recombinant University: Genetic Engineering and the Emergence of Biotechnology at Stanford, 1959-80	1959	1980	Doogab Yi	2008
Re-envisioning Europe: France, America and the Arab World, 1973-74	1973	1974	Aurélie Gfeller	2008
Epidemic Constitutions: Public Health and Political Culture in the Port of Philadelphia, 1735-1800	1735	1800	Simon Finger	2008
Coral Reef Formation and the Sciences of Earth, Life, and Sea, c. 1770-1952	1770	1952	Alistair Sponsel	2009
The Loneliness of the Black Conservative: Black Republicans and the Grand Old Party, 1964-80	1964	1980	Leah Wright	2009
Controlling Consumption: The Origins of Modern American Ideas about Food, Eating, and Fat, 1886-1930	1886	1930	Chin Jou	2009
The American Zulu Mission and the Limits of Reform Natal, South Africa, 1835-1919	1835	1919	Sara Jorgensen	2009
The Science of Difference: Developing Tools for Discrimination in the American Life Insurance Industry, 1830-1930	1830	1930	Daniel Bouk	2009
Teaching Chineseness in the Trans-Pacific Society: Overseas Chinese in Canada and the United States, 1900-19	1900	1919	Belinda Huang	2009
Speaking the Peace: Language, World Politics, and the League of Nations, 1918-35	1918	1935	Carolyn Biltoft	2009
Underground Empires: German Imperialism and the Introduction of Geology in China, 1860-1919	1860	1919	Shellen Wu	2010
An Empire of Subjects: Unities and Disunities in the British Empire, c. 1760-90	1760	1790	Hannah Muller	2010
Nature and the Making of a Scientific Community, 1869-1939	1869	1939	Melinda Baldwin	2010
Coming of Age in a Colony: Youthhood, Lawlessness, and Colonial Authority in Kenya, 1898-1963	1898	1963	Paul Ocobock	2010
The Overflowings of Liberty: Massachusetts, the Townshend Crisis, and the Reconception of Freedom, 1766-70	1766	1770	Jeremy Stern	2010
Humanizing Warfare: The Politics of Medicine, Health Care, and International Humanitarian Intervention in Algeria, 1954-62	1954	1962	Jennifer Onyedum	2010
The Liberal Compromise: Civil Liberties, Labor, and the Limits of State Power, 1917-40	1917	1940	Laura Weinrib	2011
Between Catechism and Revolution: Poland, France, and the Story of Catholicism and Socialism in Europe, 1878-1958	1878	1958	Piotr Kosicki	2011
Crystallizing Innovation: The Emergence of the LCD and RCA, 1951-76	1951	1976	Benjamin Gross	2011
The Making of Modernity: The Italian Renaissance in the German Historical Imagination, 1860-1930	1860	1930	Martin Ruehl	2011
Khrushchev's Gulag: The Evolution of Punishment in the Post-Stalin Soviet Union, 1953-64	1953	1964	Jeffrey Hardy	2011
Beau Monde: State and Stage on Empire’s Edge, Russia and Soviet Ukraine, 1916-41	1916	1941	Mayhill Fowler	2012
Between Empire and Nation: the Emergence of Egypt's Libyan Borderland, 1841-1911	1841	1911	Matthew Ellis	2012
Trading in Liberty: The Politics of the American China Trade, c. 1784-1862	1784	1862	Dael Norwood	2012
'Monstrous and Illegal Proceedings': Law, Sovereignty, and Revolution in the Rio de la Plata Borderlands, 1810-80	1810	1880	Joseph Younger	2012
Self-Realization of the Japanese Orthodox Church, 1912-56	1912	1956	Ilya Kharin	2012
Courting Jurisdictions: Colonial Administration of Islamic Law Pertaining to Arabs in the British Straits Settlements and the Netherlands Indies, 1860-1941	1860	1941	Nurfadzilah Yahaya	2013
Psychological Understandings of the Contraceptive Pill Patient in the US, 1960-75	1960	1975	Carolyn Eisert	2013
A State of Constant Danger: Democracy, Slavery, and War in the US Annexation of New Orleans, 1800-20	1800	1820	Eberhard Faber	2013
The Making of An American Dilemma (1944): The Carnegie Corporation, Gunnar Myrdal, and the Unlikely Roots of Modern Civil Rights Discourse	1944	1944	Maribel Morey	2013
Catholicism in Rhode Island and the Diocese of Providence, 1780-1886	1780	1886	Robert Hayman	1977
The Origins and Early History of Providence College through 1947	1947	1947	Donna McCaffrey	1983
Motormen Moguls and the Machine: Urban Mass Transit in Rhode Island, 1864-1902	1864	1902	Scott Molloy	1992
Niagara, 1814: The United States Army Quest for Tactical Parity in the War of 1812 and Its Legacy	1812	1812	John Fredriksen	1993
William Henry Chamberlin and Japan, 1935-39: A Journalist's View	1935	1939	Debra Mulligan	1997
The Constitutional Reform Movement in Rhode Island, 1895-1905	1895	1905	Richard Ironfield	2002
A History of Temperance and Prohibition in Rhode Island, 1820-1916	1820	1916	Paul Carcieri	2007
'... I Have Always Been a Realist in Politics': Eamon de Valera and the Establishment of Fianna Fail, 1925-26	1925	1926	Lawrence Paulhus	2007
Machine Politics and Urban Renewal in Providence, Rhode Island: The Era of Mayor Joseph A. Doorley, Jr., 1965-74	1965	1974	Carl Antonucci	2013
The Oil Expropriation Controversy, 1917-42, in the United States, Mexican Relations	1917	1942	Lesta Turchen	1972
American Nationalism and the Revolution, 1763-76: A Case Study of the Movement in the Colony of New York	1763	1776	Keith Fitch	1972
The Pioneer Newspapers of Indiana, 1804-50	1804	1850	John Miller	1975
Policing Germany: The United States Constabulary, 1946-52	1946	1952	Brian Libby	1977
We Shall Not Be Moved: A Study of the May 14th Coalition and the Kent State University Gymnasium Controversy of 1977	1977	1977	Miriam Jackson	1982
Spain in the Mississippi Valley: Spanish Arkansas, 1762-1804	1762	1804	M. C. Gonzalez-Lopez-Briones	1983
The Opportunity to Grow: Springfield, Illinois during the 1850s	1850	1850	Christopher Wallace	1983
Art and Life: The Arts and Crafts Movement in Chicago, 1897-1910	1897	1910	Bruce Kahler	1986
One Best Way: Frank and Lillian Gilbreth's Transformation of Scientific Management, 1885-1940, Vol. I and II	1885	1940	Brian Price	1987
Chiefs, Headmen, and Warriors: Oglala Politics, 1851-89	1851	1889	Catherine  Price	1987
German Jewish Identity and German Jewish Response to National Socialism 1933-39	1933	1939	Carolyn Blackwell	1988
China Hands: The United States Military in China, 1901-37	1901	1937	Dennis Noble	1988
Beyond a Christian Commonwealth: The Protestant Quarrel with the American Republic, 1830-60	1830	1860	Mark Hanley	1989
Europe and the United States Defense Establishment: American Military Policy and Strategy, 1815-21	1815	1821	Michael Fitzgerald	1990
The Politics of Race: Black Women in Illinois, 1890-1920	1890	1920	Wanda Hendricks	1990
The Little Caesar of Civil Rights Roscoe Dunjee in Oklahoma City, 1915-55	1915	1955	John Thompson	1990
Postbellum Urban Black Economic Development: The Case of Norfolk, Virginia, 1860-90	1860	1890	Michael Hucles	1990
The Reception of Clausewitzian Theory in Anglo-American Military Thought, 1815-1945	1815	1945	Christopher  Bassford	1991
Two Cultures, One Cause: Biculturalism and Native American Reform in the Career of Arthur Caswell Parker (Gawasowaneh), 1906-1925	1906	1925	John Siegel	1993
Sovereign Nations, Shared Indentity, and Civil Rights: The National Congress of American Indiana, 1944-64	1944	1964	Thomas Cowger	1994
The 28th United States Colored Troops: Indiana's African-Americans Go To War, 1863-65	1863	1865	William Forstchen	1994
'She Is the Man of the Concern': Entrepreneurial Women in the Ohio Valley, 1790-1860	1790	1860	Anita Ashendel	1997
Native Americans and the Wisconsin Cooperative Extension Service, 1910-40	1910	1940	Angela Firkus	1998
Dollar Diplomacy with a New Look: President Eisenhower's Inter-American Policies, 1953-61	1953	1961	H. Matthew  Loayza	1999
Reshaping Gotham: The City Livable Movement and the Redevelopment of New York City, 1961-98	1961	1998	Timothy Berg	1999
Pursuing the 'Middle Way': Eisenhower Republicanism, 1952-64	1952	1964	Steven Wagner	1999
Creation of a Nation: The Development of the Tohono O'odham Political Culture, 1900-37, Vol. I and II	1900	1937	Peter Booth	2000
Patriotism and Peace: Gender and the Politics of Transnational Nongovernmental Organizations, 1920-1945	1920	1945	Christy Snider	2000
Creating the College Man: American Magazines, Masculinity and Business Success in Transition, 1880-1929	1880	1929	Daniel Clark	2001
Making Sense of Hard Times: Newspapers, Magazines and Books in America, 1929-41	1929	1941	David Welky	2001
Modernizing Traditional Womanhood: Gender, Consumption, and Modernity in Interwar France and Germany, 1920-39	1920	1939	Adam Stanley	2004
The World Was Our Garden: US Plant Introduction, Empire, and Industrial Agri(culture), 1898-1948	1898	1948	J. Jacob Jones	2004
The Corruption of Liberal Republicanism, 1864-77	1864	1877	Robert Burg	2005
The Twilight Era of Hush and Pretend: Contraception, Public Mores, and Police Power in Connecticut, 1940-56	1940	1956	Jennifer Ball	2005
Bringing our World Together: The Empire of Christian Realism, 1925-52	1925	1952	Mark Edwards	2006
Parading Patriotism: Independence Day Celebrations in the Urban Midwest, 1826-76	1826	1876	Adam Criblez	2008
Women at the Crossroads: Feminists, Conservatives, and Gender Politics in Indiana, 1950-80	1950	1980	Erin Kempker	2008
Constructing the New Right Ethnic: Cultural Politics at the Intersection of Nostalgia and Anger in 1970s America	1970	1970	Richard Moss	2009
Playing by the Rules: Markets, Manipulation, and the Meaning of Exchange in the American Railway Industry, 1900-18	1900	1918	Scott Randolph	2009
For the Children's Souls: Child, Church, and Community in Indiana, 1801-51	1801	1851	Kevin Gooding	2009
'I Am a Woman Who Happens to Be a Forester': Gender, Work, and Citizenship in the United States, 1950-90	1950	1990	Carla Fisher	2010
Dreams Conferred on a Distant Land: The Indian Immigrant Experience in Greater Chicago, 1965-95	1965	1995	Hira Bhattacharyya	2010
Tokyo Protestant Churches as Spaces for Re-imagining Modern Japan, 1880-1920	1880	1920	Garrett Washington	2010
Gendered Underground: Men, Women, and American Punk Rock, 1965-95	1965	1995	Kara Kvaran	2011
Black Fists and Fool's Gold: The 1960s Black Athlete Revolt Reconsidered	1960	1960	Jamal Ratchford	2011
Working to Save the Farm: Indiana and Mississippi Rural Women, 1940-90	1940	1990	Sara Morris	2011
The Greater Game: Arthur Ashe, Apartheid, and Civil Rights Activism, 1943-93	1943	1993	Eric Hall	2011
National Amusement: Circus and Culture in America, 1830-1920	1830	1920	Micah Childress	2011
An Extraordinary Dispensation of Divine Providence: Early Methodism and American Youths, 1780-1844	1780	1844	John Ellis	2011
Earning Her Daily Bread: Women and Industrial Manufacturing in the Rural Midwest, 1950-90	1950	1990	Coreen Derifield	2011
Un-Patriotic Knowledge: Teaching and Learning Foreign Civilization in France and in the U.S., 1910-39	1910	1939	Dorothee Bouquet	2012
Forever Wild, Forever Contested: Environmental Policies and Politics in the New York State's Andirondack Park, 1967-90	1967	1990	Erica Morin	2012
Far from Home: Gender, Space, and Identity among American Evangelical Missionary Women, 1945-65	1945	1965	Kelly Schimmel	2012
'When Women Wear Slacks': Fashion, Beauty, and Gendered Nation-Building in West Cameroon, 1961-82	1961	1982	Jacqueline-Bethel Mougoué	2013
The Rise and Fall of Frontier Urbanization in the American Midwest: Galena, Illinois, 1820-70	1820	1870	Patrick Pospisek	2013
La production canadienne-française à l'Office national du film du Canada de 1939 à 1964	1964	1964	Pierre Veronneau	1987
Work, Family, and Community: Montreal Leather Craftsmen, 1790-1831	1790	1831	Joanne Burgess	1987
Le libéralisme au Québec: l'idéologie des milieux d'affaires francophones à Montréal, 1881-1914	1881	1914	Fernande Roy	1987
Une bourgeoisie et son espace: industrialisation et développement du capitalisme dans le district de Saint-François, Québec, 1823-1879	1823	1879	Jean-Pierre Kesteman	1987
L'exploitation des forêts publiques au Québec, 1842-1905: cadre juridique, mode d'appropriation et évolution des récoltes	1842	1905	Guy Gaudreau	1987
Les unions internationales et le Conseil des métiers et du travail de Montréal, de 1938-1958	1938	1958	Bernard Dionne	1988
La Ligue ouvriere catholique canadienne, 1938-1965: un mouvement social urbain	1938	1965	Jean-Pierre Collin	1990
Shawinigan Water and Power: formation et déclin d'un groupe industriel au Québec, 1898-1963	1898	1963	Claude Bellavance	1991
Famille et population dans une ville manufacturière Saint-Hyacinthe, 1854-1914	1854	1914	Peter Gossage	1991
Devenir infirmière: le système d'apprentissage et la formation professionnelle à l'Hôtel-Dieu de Montréal, 1920 à 1970	1970	1970	Johanne Daigle	1991
La doctrine du nationalisme économique au Canada central, 1846-1885	1846	1885	Kevin Henley	1991
La société paroissiale en milieu urbain: Saint-Pierre-Apôtre de Montréal, 1848-1930	1848	1930	Lucia Ferretti	1991
Transformation des normes sexuelles au Québec: l'adolescence, 1940-1960	1940	1960	Gaston Desjardins	1992
Dynamiques d'une bureaucratie: l'administration municipale de Montréal et ses fonctionnaires, 1900-1945	1900	1945	Michele Dagenais	1992
La scolarisation au Bas-Canada 1826-1859: une interaction état-communautés locales	1826	1859	Andrée Dufour	1992
Du forgeron au machiniste: l'impact social de la mécanisation des opérations d'usinage dans l'industrie de la métallurgie à Montréal: de 1815 à 1860	1860	1860	Robert Tremblay	1992
La santé publique dans deux villes du Québec de 1887 à 1939: Trois-Rivières et Shawinigan	1939	1939	François Guérard	1993
